AE044A,162140,C2,10,Grumman C-2A Greyhound
AE044B,162143,C2,10,Grumman C-2A Greyhound
AE044C,162144,C2,10,Grumman C-2A Greyhound
AE044D,162145,C2,10,Grumman C-2A Greyhound
AE044F,162152,C2,10,Grumman C-2A Greyhound
AE0451,162157,C2,10,Grumman C-2A Greyhound
AE0452,162159,C2,10,Grumman C-2A Greyhound
AE0453,162160,C2,10,Grumman C-2A Greyhound
AE0454,162166,C2,10,Grumman C-2A Greyhound
AE0455,162170,C2,10,Grumman C-2A Greyhound
AE0456,162172,C2,10,Grumman C-2A Greyhound
AE0457,162174,C2,10,Grumman C-2A Greyhound
AE0458,162177,C2,10,Grumman C-2A Greyhound
AE0459,162178,C2,10,Grumman C-2A Greyhound
AE045A,162155,C2,10,Grumman C-2A Greyhound
AE045B,162158,C2,10,Grumman C-2A Greyhound
AE045C,162168,C2,10,Grumman C-2A Greyhound
AE045D,162169,C2,10,Grumman C-2A Greyhound
AE045E,162176,C2,10,Grumman C-2A Greyhound
AE045F,162142,C2,10,Grumman C-2A Greyhound
AE0460,162141,C2,10,Grumman C-2A Greyhound
AE0462,162147,C2,10,Grumman C-2A Greyhound
AE0463,162148,C2,10,Grumman C-2A Greyhound
AE0464,162149,C2,10,Grumman C-2A Greyhound
AE0465,162150,C2,10,Grumman C-2A Greyhound
AE0466,162154,C2,10,Grumman C-2A Greyhound
AE0467,162161,C2,10,Grumman C-2A Greyhound
AE0468,162162,C2,10,Grumman C-2A Greyhound
AE0469,162163,C2,10,Grumman C-2A Greyhound
AE046A,162164,C2,10,Grumman C-2A Greyhound
AE046B,162165,C2,10,Grumman C-2A Greyhound
AE046C,162167,C2,10,Grumman C-2A Greyhound
AE046D,162171,C2,10,Grumman C-2A Greyhound
AE046E,162173,C2,10,Grumman C-2A Greyhound
AE0452,162159,C2,10,Grumman C-2A Greyhound
AE0454,162166,C2,10,Grumman C-2A Greyhound
AE045A,162155,C2,10,Grumman C-2A Greyhound
AE045C,162168,C2,10,Grumman C-2A Greyhound
AE0468,162162,C2,10,Grumman C-2A Greyhound
AE046B,162165,C2,10,Grumman C-2A Greyhound
AE046C,162167,C2,10,Grumman C-2A Greyhound
AE046D,162171,C2,10,Grumman C-2A Greyhound
