AE040D,162782,E6,10,Boeing E-6B Mercury
AE040E,162783,E6,10,Boeing E-6B Mercury
AE040F,162784,E6,10,Boeing E-6B Mercury
AE0410,163918,E6,10,Boeing E-6B Mercury
AE0411,163919,E6,10,Boeing E-6B Mercury
AE0412,163920,E6,10,Boeing E-6B Mercury
AE0413,164386,E6,10,Boeing E-6B Mercury
AE0414,164387,E6,10,Boeing E-6B Mercury
AE0415,164388,E6,10,Boeing E-6B Mercury
AE0416,164404,E6,10,Boeing E-6B Mercury
AE0417,164405,E6,10,Boeing E-6B Mercury
AE0418,164406,E6,10,Boeing E-6B Mercury
AE0419,164407,E6,10,Boeing E-6B Mercury
AE041A,164408,E6,10,Boeing E-6B Mercury
AE041B,164409,E6,10,Boeing E-6B Mercury
AE041C,164410,E6,10,Boeing E-6B Mercury
