AE1488,86-0416,B703,10,Boeing TE-8A Joint STARS
AE148A,92-3289,B703,10,Boeing E-8C Joint STARS
AE148B,92-3290,B703,10,Boeing E-8C Joint STARS
AE148D,93-1097,B703,10,Boeing E-8C Joint STARS
AE148E,94-0284,B703,10,Boeing E-8C Joint STARS
AE148F,94-0285,B703,10,Boeing E-8C Joint STARS
AE1490,95-0122,B703,10,Boeing E-8C Joint STARS
AE1491,95-0121,B703,10,Boeing E-8C Joint STARS
AE1493,96-0043,B703,10,Boeing E-8C Joint STARS
AE1494,97-0100,B703,10,Boeing E-8C Joint STARS
AE1495,97-0200,B703,10,Boeing E-8C Joint STARS
AE1496,97-0201,B703,10,Boeing E-8C Joint STARS
AE1497,99-0006,B703,10,Boeing E-8C Joint STARS
AE1498,00-2000,B703,10,Boeing E-8C Joint STARS
AE1499,01-2005,B703,10,Boeing E-8C Joint STARS
AE149A,02-9111,B703,10,Boeing E-8C Joint STARS
